gene_id,gc_content,gene_name
ENSG00000280765.1,43.82,
ENSG00000275735.1,48.16,KIR2DS2
ENSG00000280898.1,49.81,
ENSG00000273546.1,56.23,LILRP1
ENSG00000275782.1,42.99,U6
ENSG00000274623.1,42.99,U6
ENSG00000278691.5,43.86,KIR3DP1
ENSG00000276896.4,49.17,GOLGA8F
ENSG00000276197.1,75.56,
ENSG00000274917.1,57.52,RNA5-8SN5
ENSG00000273730.1,57.52,5_8S_rRNA
ENSG00000290570.1,43.85,
ENSG00000273937.1,75.56,
ENSG00000262148.1,54.87,RPS5P3
ENSG00000262911.5,44.59,DNAJC28
ENSG00000281486.1,44.83,SNTG2
ENSG00000274404.3,50.69,GOLGA6L22
ENSG00000278489.2,59.30,KRTAP5-2
ENSG00000280815.1,46.73,OR2AS2P
ENSG00000281240.1,48.95,LINC02708
ENSG00000278659.1,50.27,OR2T6
ENSG00000262795.5,44.05,IFNGR2
ENSG00000275754.2,52.92,OR2T2
ENSG00000281783.1,66.07,FAM99B
ENSG00000281537.1,44.25,
ENSG00000281828.1,47.11,HERC2P7
ENSG00000281846.1,58.18,SPATA31E3P
ENSG00000281733.1,62.92,FAM99A
ENSG00000277175.5,48.48,KIR3DL1
ENSG00000281422.1,53.21,
ENSG00000280700.1,41.81,MPHOSPH10P9
ENSG00000275617.1,49.67,OR2T4
ENSG00000276062.1,54.01,Metazoa_SRP
ENSG00000282814.1,42.00,
ENSG00000282090.1,46.96,HERC2P11
ENSG00000275920.1,63.29,KRTAP5-3
ENSG00000276377.1,52.07,Metazoa_SRP
ENSG00000278429.4,53.21,GOLGA8EP
ENSG00000277068.2,58.59,KRTAP5-4
ENSG00000276143.1,56.12,
ENSG00000274320.2,47.51,GOLGA6L9
ENSG00000275855.1,41.44,
ENSG00000278210.1,64.76,KRTAP5-1
ENSG00000282126.1,58.68,
ENSG00000281489.1,53.18,OR2T7
ENSG00000281645.1,48.68,
ENSG00000273651.4,49.11,GOLGA8G
ENSG00000273508.1,47.30,OR2T1
ENSG00000280737.1,34.69,LINC02549
ENSG00000277291.2,65.17,KRTAP5-5
ENSG00000281801.1,51.87,KRTAP5-AS1
ENSG00000277113.2,53.50,OR2T3
ENSG00000275102.2,50.84,OR2T5
ENSG00000273793.3,64.12,DUSP8
ENSG00000290481.1,51.97,
ENSG00000281658.1,36.85,
ENSG00000280787.3,42.97,HERC2P2
ENSG00000282755.1,48.30,
ENSG00000276565.1,54.95,
ENSG00000282514.1,67.11,
ENSG00000276228.2,42.62,UBE2Q2P6
ENSG00000274042.2,53.75,GOLGA6L10
ENSG00000290487.1,42.98,
ENSG00000275049.1,43.75,
ENSG00000274166.2,47.95,GOLGA6L10
ENSG00000281356.3,53.10,GOLGA8IP
ENSG00000281775.2,59.68,FTCD
ENSG00000277400.1,45.63,
ENSG00000290526.1,51.44,GOLGA8IP
ENSG00000274847.1,45.64,MAFIP
ENSG00000261846.2,35.43,AADACL2
ENSG00000263160.6,43.27,TMEM50B
ENSG00000280476.1,41.63,MPHOSPH10P5
ENSG00000273673.2,41.91,
ENSG00000274040.1,51.72,Metazoa_SRP
ENSG00000280500.2,44.62,ELMO2P1
ENSG00000282457.2,58.10,CSPG4P10
ENSG00000290432.1,40.18,
ENSG00000262411.1,37.05,LINC02066
ENSG00000290468.1,59.24,
ENSG00000263127.1,49.84,RPL4P5
ENSG00000262466.5,35.59,AADACL2-AS1
ENSG00000282378.1,50.52,
ENSG00000282209.2,53.69,GOLGA6L17P
ENSG00000282485.1,61.70,LINC00235
ENSG00000226463.1,41.15,OR2W1
ENSG00000282214.1,84.35,CAPN15
ENSG00000274018.1,47.52,Y_RNA
ENSG00000290504.1,51.92,
ENSG00000282464.1,64.59,
ENSG00000277374.1,45.45,U1
ENSG00000281122.1,40.20,MAD2L1-DT
ENSG00000281687.1,47.52,SDHAP2
ENSG00000281216.1,44.81,KIF26B
ENSG00000278633.1,60.44,
ENSG00000278066.1,43.73,
ENSG00000273831.2,59.97,LRRC56
ENSG00000282183.2,60.07,GOLGA2P10
ENSG00000277033.2,50.18,B3GNTL1
ENSG00000281753.1,44.89,
ENSG00000280541.1,61.41,FTCD-AS1
ENSG00000281289.2,53.38,LSS
ENSG00000281060.2,48.22,MUC20-OT1
ENSG00000290533.1,42.86,
ENSG00000272603.1,46.77,NOP56P1
ENSG00000280750.1,45.11,
ENSG00000281019.1,50.37,LINC02982
ENSG00000263141.5,50.76,PAXBP1
ENSG00000281976.2,57.29,ADAMTS7P1
ENSG00000276920.4,61.56,NKD2
ENSG00000224229.1,37.07,
ENSG00000280613.2,50.21,NDUFA6-DT
ENSG00000273785.2,60.96,CYP2D8P
ENSG00000273635.1,67.62,
ENSG00000282531.1,59.66,
ENSG00000276455.1,51.63,GOLGA6L22
ENSG00000278846.2,39.11,OLA1P1
ENSG00000281946.1,34.16,
ENSG00000280556.1,58.48,
ENSG00000274192.1,56.21,ABCB10P4
ENSG00000273969.1,37.19,
ENSG00000280880.1,56.50,
ENSG00000282058.1,41.39,
ENSG00000291160.1,54.99,
ENSG00000262938.6,44.04,C21orf62
ENSG00000274780.2,56.34,PHRF1
ENSG00000241408.1,47.80,
ENSG00000281542.1,45.11,
ENSG00000277365.3,48.79,NDUFA6
ENSG00000263314.1,43.58,
ENSG00000276485.2,51.21,GOLGA6L25P
ENSG00000282377.2,59.67,
ENSG00000236927.4,45.55,OR14J1
ENSG00000291161.1,59.23,
ENSG00000282516.1,33.66,
ENSG00000282731.1,31.86,
ENSG00000282587.1,37.90,
ENSG00000277278.4,47.81,HERC2
ENSG00000263140.5,41.07,C21orf62-AS1
ENSG00000282084.2,38.28,UBE2Q2P2
ENSG00000280821.1,60.97,
ENSG00000276374.1,47.91,
ENSG00000278688.1,40.03,
ENSG00000272835.3,48.41,SMDT1
ENSG00000274801.1,47.14,
ENSG00000282581.1,33.66,
ENSG00000291162.1,39.38,UBE2Q2P2
ENSG00000276767.1,51.72,Metazoa_SRP
ENSG00000274112.2,48.41,SMDT1
ENSG00000277251.5,48.09,KIR2DL2
ENSG00000274700.1,50.00,
ENSG00000274122.1,54.26,Metazoa_SRP
ENSG00000276005.2,48.61,
ENSG00000290583.1,46.63,
ENSG00000280072.1,37.98,
ENSG00000273194.3,39.11,OLA1P1
ENSG00000273397.4,48.79,NDUFA6
ENSG00000234495.7,44.66,TRIM27
ENSG00000275211.4,62.68,CYP2D6
ENSG00000280621.1,37.58,
ENSG00000273748.1,38.41,
ENSG00000276482.3,61.96,SLC12A7
ENSG00000280909.1,47.52,SDHAP2
ENSG00000281184.1,38.10,PSMB1
ENSG00000281417.1,60.09,
ENSG00000272000.6,62.73,
ENSG00000280629.1,48.71,
ENSG00000282113.1,37.85,
ENSG00000280722.1,48.93,
ENSG00000282114.1,41.15,LINC00824
ENSG00000281798.1,40.84,
ENSG00000281761.1,38.00,
ENSG00000274679.4,51.49,SPATC1L
ENSG00000280993.2,49.85,MUC20-OT1
ENSG00000275333.4,46.10,FAM120B
ENSG00000281038.1,44.19,OR8U9
ENSG00000263150.3,45.36,OR8J2
ENSG00000281773.1,55.69,FAM8A2P
ENSG00000281819.1,42.12,NAA50P1
ENSG00000262315.4,42.81,OR8U8
ENSG00000280577.1,36.96,OR8L1P
ENSG00000261897.1,38.81,OR5T3
ENSG00000262851.2,39.26,OR5T2
ENSG00000280617.1,36.68,OR8K2P
ENSG00000280712.1,41.57,OR8I1P
ENSG00000262755.1,39.08,OR8K3
ENSG00000262611.4,40.37,OR8H1
ENSG00000262784.2,38.84,OR5T1
ENSG00000281800.1,40.94,ICE2P1
ENSG00000281820.1,43.40,RPL5P29
ENSG00000281580.2,40.09,LINC01060
ENSG00000275987.1,52.78,U1
ENSG00000268674.2,58.43,
ENSG00000263328.2,39.90,OR8K1
ENSG00000281521.1,62.52,
ENSG00000277475.1,60.17,
ENSG00000262796.1,40.41,OR8J1
ENSG00000275405.1,54.27,U1
ENSG00000277848.4,49.26,MEGF11
ENSG00000278427.5,48.47,KIR3DL1
ENSG00000280552.1,39.59,
ENSG00000281482.1,53.47,RPL7AP27
ENSG00000272532.7,62.68,CYP2D6
ENSG00000281794.2,48.33,MUC20-OT1
ENSG00000260873.6,76.05,SNTB2
ENSG00000282764.1,68.33,KSR1P1
ENSG00000282178.1,47.90,IGKV1OR10-1
ENSG00000282372.1,42.81,PABPC1P8
ENSG00000282271.2,38.49,
ENSG00000290497.1,39.07,
ENSG00000262788.3,44.95,UTP4
ENSG00000234411.1,51.58,HCG14
ENSG00000272613.1,56.80,RPL13P
ENSG00000272793.1,48.77,
ENSG00000225351.4,41.00,ZNF311
ENSG00000274513.4,57.73,LILRB2
ENSG00000275430.3,50.27,MUC20
ENSG00000275555.2,53.53,DLL1
ENSG00000281421.1,57.69,
ENSG00000272857.1,43.08,LINC01623
ENSG00000235788.5,57.51,LINC01015
ENSG00000277844.1,51.10,DIS3L-AS1
ENSG00000280592.2,50.85,LINC01624
ENSG00000282280.1,41.85,
ENSG00000276461.4,46.13,TCF20
ENSG00000233054.3,43.00,OR2B3
ENSG00000281901.1,40.84,
ENSG00000280883.1,51.61,
ENSG00000228147.6,48.40,HCG22
ENSG00000276613.4,56.06,MUC4
ENSG00000276468.5,48.96,KIR2DP1
ENSG00000274763.1,48.99,KIR3DL3
ENSG00000235915.8,55.49,LST1
ENSG00000262354.1,41.58,Y_RNA
ENSG00000262579.1,43.93,U6
ENSG00000281915.2,48.13,MUC20-OT1
ENSG00000275658.5,48.11,KIR2DL3
ENSG00000280811.2,48.31,NDUFA6-DT
ENSG00000276798.4,49.08,LILRA4
ENSG00000276387.4,48.45,KIR2DS1
ENSG00000277709.1,56.13,KIR3DL2
ENSG00000275544.4,51.24,BDH1
ENSG00000276875.1,48.96,KIR3DL3
ENSG00000275623.5,48.23,KIR2DL3
ENSG00000281703.1,50.89,
ENSG00000278019.2,52.61,
ENSG00000277642.1,42.99,U6
ENSG00000280619.1,44.34,
ENSG00000275593.5,48.99,KIR3DP1
ENSG00000275253.1,48.24,KIR2DS2
ENSG00000290465.1,43.90,
ENSG00000278088.5,63.19,CYP2D7
ENSG00000281380.1,42.53,
ENSG00000276163.4,49.62,LAIR1
ENSG00000275626.4,47.07,KIR3DL2
ENSG00000273753.1,49.11,KIR2DP1
ENSG00000273772.4,42.25,SMN2
ENSG00000278300.4,47.82,KIR2DS2
ENSG00000275838.5,47.13,KIR3DL2
ENSG00000275921.5,48.36,
ENSG00000275873.2,67.09,LMNTD2
ENSG00000276145.1,49.32,TARM1
ENSG00000277025.4,55.06,MBOAT7
ENSG00000261905.1,55.85,
ENSG00000261893.5,50.41,CLK2
ENSG00000276082.4,57.88,CNOT3
ENSG00000273822.5,56.06,MUC4
ENSG00000281612.1,35.44,
ENSG00000280626.1,33.42,
ENSG00000280578.1,39.93,
ENSG00000280504.1,32.37,
ENSG00000282810.1,61.40,MIR210HG
ENSG00000276595.4,38.72,PTCHD3
ENSG00000278216.3,34.06,UGT2A3
ENSG00000276016.4,56.63,ABR
ENSG00000278271.1,47.95,KIR2DL4
ENSG00000280611.1,48.23,
ENSG00000276230.4,60.36,RNH1
ENSG00000281360.1,48.42,
ENSG00000275336.1,34.60,
ENSG00000280749.1,47.06,
ENSG00000276777.1,41.80,ODAD2P1
ENSG00000273681.1,56.10,FAM210CP
ENSG00000278364.1,46.67,TRIAP1P1
ENSG00000276572.1,48.87,KIR3DL3
ENSG00000273501.1,42.06,U6
ENSG00000226271.1,45.62,OR2J3
ENSG00000278036.1,41.12,U6
ENSG00000231904.3,60.67,HLA-H
ENSG00000281094.1,48.71,
ENSG00000231179.9,49.65,MICB
ENSG00000281308.1,32.05,UGT2B27P
ENSG00000281425.1,50.93,
ENSG00000280638.1,46.36,CDH12P2
ENSG00000278562.3,52.72,
ENSG00000278114.4,50.62,MUC20
ENSG00000280525.1,39.23,
ENSG00000276910.4,38.45,GTF2H2
ENSG00000280794.1,41.54,
ENSG00000281547.1,33.20,UGT2B29P
ENSG00000273944.1,53.06,RDH13
ENSG00000275190.3,33.01,UGT2B10
ENSG00000276526.1,55.41,LILRP1
ENSG00000276452.4,50.51,LILRB1
ENSG00000274672.4,55.29,TSEN34
ENSG00000262785.5,52.59,PKLR
ENSG00000281154.1,34.11,
ENSG00000274511.5,48.96,KIR3DL3
ENSG00000281510.1,32.62,
ENSG00000276065.4,48.31,GP6
ENSG00000277132.2,34.92,UGT2B15
ENSG00000273943.4,57.88,CNOT3
ENSG00000278468.3,56.37,MUC4
ENSG00000273984.4,56.06,MUC4
ENSG00000280740.1,32.31,
ENSG00000230754.1,42.81,OR2U2P
ENSG00000237703.8,45.76,TRIM10
ENSG00000280720.1,41.03,
ENSG00000274254.1,48.75,KIR3DL3
ENSG00000278061.2,61.20,MT2P1
ENSG00000281704.1,47.37,
ENSG00000274058.3,36.74,TMPRSS11E
ENSG00000274185.4,49.07,LILRA4
ENSG00000277629.4,50.12,
ENSG00000263037.1,55.86,MTX1P1
ENSG00000262734.1,53.63,
ENSG00000263290.5,51.95,SCAMP3
ENSG00000278426.1,54.92,LENG1
ENSG00000235714.1,62.12,MICG
ENSG00000281174.1,45.16,
ENSG00000236967.8,56.24,RNF39
ENSG00000273726.1,34.43,
ENSG00000281127.1,44.44,
ENSG00000274971.1,45.40,
ENSG00000281890.1,30.69,
ENSG00000275731.1,48.15,KIR2DS4
ENSG00000277071.4,49.79,NLRP7
ENSG00000278154.4,49.57,LAIR1
ENSG00000275272.4,35.40,YTHDC1
ENSG00000274873.1,56.08,TMC4
ENSG00000236614.1,38.60,ZNF90P2
ENSG00000276512.5,58.54,
ENSG00000281351.1,50.78,SUDS3P1
ENSG00000231350.5,50.07,MUC21
ENSG00000280559.1,41.52,
ENSG00000290505.1,44.15,LILRP2
ENSG00000280647.1,50.40,
ENSG00000274382.2,54.55,PROP1
ENSG00000276979.5,48.10,KIR2DL4
ENSG00000224642.2,49.30,HCG15
ENSG00000235722.1,44.33,TRIM31-AS1
ENSG00000277006.2,44.37,DEFB104B
ENSG00000228978.2,52.47,TNF
ENSG00000281644.2,51.23,
ENSG00000232289.8,39.10,OR11A1
ENSG00000280971.1,42.73,
ENSG00000278666.4,42.99,
ENSG00000274729.1,38.38,DEFB105B
ENSG00000275935.1,54.92,LENG1
ENSG00000234096.9,45.71,MOG
ENSG00000263231.1,53.80,
ENSG00000274540.2,48.85,PRR23D1
ENSG00000276363.4,46.36,VSTM1
ENSG00000262446.5,51.63,GBA
ENSG00000275444.2,43.63,DEFB4B
ENSG00000290527.1,45.83,
ENSG00000274953.4,46.36,VSTM1
ENSG00000281040.1,58.78,FAM90A7
ENSG00000273641.2,44.76,DEFB103B
ENSG00000277802.2,51.60,
ENSG00000276378.2,37.53,DEFB108C
ENSG00000281407.1,58.60,FAM90A22
ENSG00000280960.1,49.62,OR7E157P
ENSG00000282496.1,40.10,HSPD1P3
ENSG00000281150.1,58.75,FAM90A21P
ENSG00000274195.2,38.77,ZNF705G
ENSG00000277530.1,40.41,DEFB107B
ENSG00000280471.1,58.80,FAM90A6P
ENSG00000274405.4,44.76,SPAG11B
ENSG00000274137.2,46.59,MYOM2
ENSG00000275794.2,36.20,DEFB106B
ENSG00000275323.3,50.16,RPS9
ENSG00000281561.1,50.47,
ENSG00000274050.4,48.31,GP6
ENSG00000280677.1,43.22,FAM66B
ENSG00000280939.1,57.20,
ENSG00000281862.1,58.74,FAM90A23
ENSG00000278355.4,50.59,LILRA5
ENSG00000276982.4,53.03,OSCAR
ENSG00000276825.2,67.00,DRD4
ENSG00000273519.1,42.99,U6
ENSG00000277923.4,55.06,MBOAT7
ENSG00000282712.1,50.98,DEAF1
ENSG00000275724.1,53.97,NDUFA3
ENSG00000263324.5,53.79,HCN3
ENSG00000278362.4,49.20,NCR1
ENSG00000275551.4,53.03,OSCAR
ENSG00000276561.4,67.07,IRF7
ENSG00000276804.4,49.79,NLRP7
ENSG00000278501.2,48.68,TIMM22
ENSG00000281300.1,72.49,NXN
ENSG00000275991.1,53.93,Metazoa_SRP
ENSG00000262666.5,57.40,FAM189B
ENSG00000272765.2,48.79,NDUFA6
ENSG00000262024.6,46.13,TCF20
ENSG00000280983.1,46.44,
ENSG00000277429.4,43.63,SERF1B
ENSG00000278789.4,48.88,NLRP2
ENSG00000275086.1,55.03,TFPT
ENSG00000278360.1,54.23,
ENSG00000276139.4,48.19,KIR2DS2
ENSG00000274894.4,57.07,PRPF31
ENSG00000272901.5,45.60,SMDT1
ENSG00000274146.5,48.52,KIR3DL1
ENSG00000277667.1,56.08,TMC4
ENSG00000273616.4,45.11,NDUFA6-DT
ENSG00000272813.1,39.11,OLA1P1
ENSG00000262303.1,58.54,
ENSG00000285263.1,42.22,
ENSG00000262055.1,60.93,CYP2D8P
ENSG00000276068.4,43.19,NAIP
ENSG00000282155.1,56.61,
ENSG00000282226.1,48.56,LINC03015
ENSG00000263181.7,63.25,CYP2D7
ENSG00000281767.1,57.07,
ENSG00000274005.3,50.16,RPS9
ENSG00000281429.1,64.73,FAM20C
ENSG00000282075.1,51.17,LINC03014
ENSG00000273642.1,53.97,NDUFA3
ENSG00000281993.1,53.99,
ENSG00000275843.4,48.88,NLRP2
ENSG00000281788.1,61.72,
ENSG00000281349.1,56.58,
ENSG00000273833.1,55.03,TFPT
ENSG00000277953.4,57.07,PRPF31
ENSG00000282405.1,50.00,
ENSG00000282484.1,41.33,
ENSG00000277177.4,59.78,LILRA6
ENSG00000281936.1,37.14,
ENSG00000282334.1,54.80,KBTBD11-OT1
ENSG00000275196.1,50.63,KIR2DL1
ENSG00000282397.1,40.01,LINC03021
ENSG00000273884.4,51.44,LILRA3
ENSG00000282053.1,65.14,KBTBD11-AS1
ENSG00000282260.1,46.28,
ENSG00000273645.2,50.18,KBTBD11
ENSG00000276536.4,69.01,HRAS
ENSG00000282101.1,41.85,
ENSG00000282661.1,37.47,
ENSG00000226799.1,35.48,LINC03003
ENSG00000282191.1,45.98,
ENSG00000227858.1,52.53,ZFP57
ENSG00000229469.2,53.56,OR2H5P
ENSG00000273896.4,55.29,TSEN34
ENSG00000242289.1,37.32,OR5V1
ENSG00000227576.1,52.68,GPR53P
ENSG00000281980.1,43.34,
ENSG00000225550.4,42.14,OR2J2
ENSG00000274174.4,49.80,NLRP7
ENSG00000282435.1,39.77,LINC03021
ENSG00000225305.2,55.17,TMEM183AP1
ENSG00000227384.2,40.78,HLA-DRB9
ENSG00000264619.6,52.43,MSH5-SAPCD1
ENSG00000282263.1,43.66,
ENSG00000275123.1,49.32,TARM1
ENSG00000274726.4,50.00,ARHGEF10
ENSG00000273916.4,50.12,
ENSG00000281742.2,43.43,MCCC2
ENSG00000276051.4,56.24,HLA-G
ENSG00000278634.4,46.62,LILRA2
ENSG00000274545.1,56.23,LILRP1
ENSG00000275434.5,48.38,KIR3DS1
ENSG00000278490.1,49.04,KIR3DL3
ENSG00000274504.1,53.06,RDH13
ENSG00000282005.1,62.93,LMNTD2-AS1
ENSG00000273859.4,69.14,RASSF7
ENSG00000280518.1,42.38,
ENSG00000231580.1,47.32,RPL32P1
ENSG00000234305.1,45.26,OR2J1
ENSG00000274803.4,39.84,BDP1
ENSG00000235697.1,49.86,DDX39BP1
ENSG00000277076.4,47.97,KIR2DL4
ENSG00000277480.1,65.14,HCG4P8
ENSG00000227222.7,49.96,DHX16
ENSG00000281161.1,61.67,
ENSG00000276342.4,54.08,TMEM179
ENSG00000276420.5,47.48,PRAMEF5
ENSG00000274739.1,48.84,KIR2DS5
ENSG00000274126.4,62.78,C14orf180
ENSG00000273572.4,63.04,CDHR5
ENSG00000278415.4,47.61,FCAR
ENSG00000233964.2,58.42,HLA-K
ENSG00000274107.2,50.20,
ENSG00000229040.2,44.82,OR2N1P
ENSG00000276816.2,49.23,PRAMEF22
ENSG00000232804.5,58.85,HSPA1B
ENSG00000277853.2,51.86,PRAMEF18
ENSG00000281121.1,49.04,
ENSG00000281229.1,52.75,
ENSG00000280946.1,50.30,
ENSG00000232569.8,44.88,GABBR1
ENSG00000281597.1,50.63,
ENSG00000281073.1,50.66,
ENSG00000278021.4,50.00,PRAMEF8
ENSG00000278046.4,51.43,LILRA3
ENSG00000278827.1,56.41,
ENSG00000277807.5,48.81,LILRB1
ENSG00000274109.2,46.14,HNRNPCL2
ENSG00000276299.5,47.44,PRAMEF25
ENSG00000275404.4,50.81,LILRA5
ENSG00000281711.1,50.63,
ENSG00000273865.2,46.95,HNRNPCL4
ENSG00000276370.2,47.59,PRAMEF33
ENSG00000263238.1,38.31,CTSO
ENSG00000281573.1,48.05,PRAMEF9
ENSG00000273936.4,63.73,TNFRSF14
ENSG00000252239.2,45.79,U6
ENSG00000278120.1,48.32,KIR2DS1
ENSG00000278707.4,47.10,KIR3DL2
ENSG00000262505.2,34.40,ASIC5
ENSG00000274311.4,59.51,LILRB5
ENSG00000262635.5,36.51,TDO2
ENSG00000275349.4,42.27,SMN1
ENSG00000276848.4,49.09,KIR3DX1
ENSG00000275546.5,48.12,KIR2DL2
ENSG00000274646.4,51.77,RPS9
ENSG00000281650.1,40.02,
ENSG00000280748.1,48.71,
ENSG00000281321.1,36.15,LINC02197
ENSG00000276912.1,44.06,KIR3DP1
ENSG00000285240.1,42.22,
ENSG00000281210.1,37.56,
ENSG00000274143.1,49.46,KIR2DL5A
ENSG00000281743.1,40.84,
ENSG00000275581.4,43.59,SERF1A
ENSG00000281237.1,47.52,SDHAP2
ENSG00000276209.4,48.89,KIR2DS4
ENSG00000278288.4,44.16,LILRP2
ENSG00000262599.5,43.52,DENND11
ENSG00000278656.4,47.02,KIR3DL2
ENSG00000274084.4,48.14,LAIR2
ENSG00000280840.3,33.93,PMCHL2
ENSG00000282598.1,49.01,
ENSG00000261994.5,40.08,WEE2-AS1
ENSG00000290431.1,34.90,PMCHL2
ENSG00000274473.2,73.35,SCT
ENSG00000275577.4,46.36,VSTM1
ENSG00000282367.1,56.37,PTDSS2
ENSG00000281424.1,48.26,
ENSG00000280545.1,50.74,
ENSG00000274131.3,54.13,CEACAM4
ENSG00000275571.2,60.14,TTC34
ENSG00000275960.4,47.84,KIR2DL2
ENSG00000281274.1,64.91,
ENSG00000281740.1,51.09,
ENSG00000278555.4,52.54,LILRB4
ENSG00000274857.2,43.93,PLEKHA3P1
ENSG00000277131.4,54.94,MMEL1
ENSG00000281505.1,35.05,DNAJC19P2
ENSG00000278565.4,44.66,CEACAM21
ENSG00000262771.5,39.43,SSBP1
ENSG00000279577.1,39.39,
ENSG00000275641.1,49.19,PCGF7P
ENSG00000279552.1,60.14,ZNF729
ENSG00000276219.4,38.40,ZNF676
ENSG00000279902.1,45.56,
ENSG00000274875.1,38.64,ZNF92P2
ENSG00000279731.1,45.16,
ENSG00000279661.1,49.32,MTDHP5
ENSG00000280210.1,40.14,VN1R85P
ENSG00000279984.1,42.60,BNIP3P31
ENSG00000279350.1,42.69,BNIP3P30
ENSG00000274771.1,42.99,U6
ENSG00000275887.5,51.11,KIR3DP1
ENSG00000282185.1,52.12,PTPRN2
ENSG00000290566.1,45.37,
ENSG00000281659.1,40.18,DNAJC19P3
ENSG00000281630.2,50.26,MUC20
ENSG00000276944.2,50.07,TPM3P5
ENSG00000280726.2,44.63,
ENSG00000280540.1,40.80,LINC01480
ENSG00000275644.4,53.03,OSCAR
ENSG00000280501.2,38.79,CEACAM7
ENSG00000281382.1,43.24,
ENSG00000281418.1,47.52,SDHAP2
ENSG00000281556.2,39.58,
ENSG00000281654.1,48.71,
ENSG00000275584.5,60.57,LILRA6
ENSG00000281224.1,45.83,
ENSG00000281583.1,40.84,
ENSG00000280470.2,48.26,CEACAMP3
ENSG00000290485.1,44.79,
ENSG00000278613.4,43.19,NAIP
ENSG00000278157.1,51.01,KIR3DP1
ENSG00000262327.7,39.27,AGK
ENSG00000274796.4,55.29,TSEN34
ENSG00000274843.3,50.24,MUC20
ENSG00000281317.1,41.93,BTG3-AS1
ENSG00000278279.4,52.52,LILRB4
ENSG00000281484.2,40.74,BTG3
ENSG00000275304.1,42.99,U6
ENSG00000275633.4,48.31,GP6
ENSG00000263042.5,39.70,WEE2
ENSG00000229942.1,55.34,IFITM4P
ENSG00000280609.1,64.01,
ENSG00000232997.1,38.70,ZNF90P2
ENSG00000223898.8,39.09,OR11A1
ENSG00000281225.1,64.55,
ENSG00000280645.1,59.90,MMEL1-AS1
ENSG00000262671.1,40.81,
ENSG00000280972.1,41.75,
ENSG00000276720.1,49.67,
ENSG00000262656.1,50.91,U1
ENSG00000280542.1,40.90,
ENSG00000273494.3,60.71,PANK4
ENSG00000226832.3,43.00,OR2B3
ENSG00000277751.4,56.93,LILRB2
ENSG00000280882.1,37.01,
ENSG00000233095.8,56.27,HLA-G
ENSG00000276323.1,55.03,TFPT
ENSG00000262927.1,49.61,FAM138D
ENSG00000276220.1,53.97,NDUFA3
ENSG00000262226.1,46.52,
ENSG00000262016.1,53.62,
ENSG00000276033.4,49.07,KIR3DX1
ENSG00000262607.5,51.75,IQSEC3
ENSG00000276826.1,53.06,RDH13
ENSG00000276312.1,75.56,
ENSG00000276700.1,57.52,RNA5-8SN4
ENSG00000275757.1,57.52,5_8S_rRNA
ENSG00000273739.1,75.56,
ENSG00000277722.1,53.97,NDUFA3
ENSG00000278322.4,55.06,MBOAT7
ENSG00000275539.5,60.60,LILRA6
ENSG00000275752.1,33.98,U6
ENSG00000277615.4,57.88,CNOT3
ENSG00000276464.4,49.24,POMZP3
ENSG00000275796.4,48.88,NLRP2
ENSG00000272877.1,60.82,DDX11L8
ENSG00000263137.5,53.70,
ENSG00000274000.4,46.62,LILRA2
ENSG00000277800.3,40.95,TBX22
ENSG00000281848.1,62.80,TOMM40P4
ENSG00000274362.1,56.15,CDRT15P3
ENSG00000262193.2,51.53,IQSEC3-AS1
ENSG00000262435.1,54.32,WASH8P
ENSG00000274392.4,34.19,
ENSG00000282676.1,53.11,
ENSG00000290517.1,41.01,
ENSG00000275117.4,57.07,PRPF31
ENSG00000276429.3,64.91,PLCH2
ENSG00000279830.1,49.80,NDUFB9P1
ENSG00000278257.1,54.92,LENG1
ENSG00000276463.4,44.80,TAF9
ENSG00000276022.1,55.03,TFPT
ENSG00000276184.4,63.35,UPK3B
ENSG00000233636.1,45.62,OR2J3
ENSG00000228840.3,50.25,RPS17P1
ENSG00000243441.6,36.57,OR5V1
ENSG00000226109.1,64.62,
ENSG00000230745.1,56.97,MICD
ENSG00000231320.1,48.55,OR2G1P
ENSG00000234100.4,45.55,OR14J1
ENSG00000274144.4,57.07,PRPF31
ENSG00000234980.1,49.45,WASF5P
ENSG00000224131.1,57.48,
ENSG00000223851.4,51.69,PTMAP1
ENSG00000237258.8,39.11,OR11A1
ENSG00000237010.1,51.71,HCG14
ENSG00000241124.1,47.41,
ENSG00000237544.1,52.82,MAS1LP1
ENSG00000228706.4,63.93,HCG4
ENSG00000274176.4,57.88,CNOT3
ENSG00000235666.3,45.42,SUMO2P1
ENSG00000236522.1,50.89,MDC1-AS1
ENSG00000225188.1,38.21,LINC03003
ENSG00000196299.10,41.65,ZNRD1ASP
ENSG00000239741.3,53.23,LY6G6F
ENSG00000262145.5,40.87,ATP23
ENSG00000274741.1,41.92,
ENSG00000278096.1,44.84,
ENSG00000243612.5,45.08,HLA-DOB
ENSG00000224241.2,55.17,TMEM183AP1
ENSG00000231094.8,52.29,PSORS1C1
ENSG00000276618.4,39.61,RAD17
ENSG00000278284.1,53.06,RDH13
ENSG00000274926.1,48.38,KIR2DL1
ENSG00000226727.1,52.03,HLA-T
ENSG00000281950.1,49.48,SPDYE16
ENSG00000273529.2,68.29,HES5
ENSG00000228652.1,41.15,OR2W1
ENSG00000236560.6,49.12,PPP1R11
ENSG00000276146.4,57.76,LILRB2
