gene_id,gene_name,gc_content
ENSG00000189280.3,GJB5,54.15
ENSG00000189433.7,GJB4,55.91
ENSG00000188910.8,GJB3,56.94
ENSG00000187513.9,GJA4,59.33
ENSG00000116544.12,DLGAP3,48.62
ENSG00000163867.17,ZMYM6,38.78
ENSG00000197056.11,ZMYM1,41.67
ENSG00000233940.1,RPL12P45,41.51
ENSG00000228348.1,EFCAB14P1,46.87
ENSG00000201868.1,Y_RNA,44.68
ENSG00000146463.12,ZMYM4,38.7
ENSG00000240374.3,RN7SL503P,53.47
ENSG00000201542.1,SNORA62,36.18
ENSG00000229994.1,RPL5P4,42.78
ENSG00000227409.1,ZMYM4-AS1,35.74
ENSG00000278702.1,Metazoa_SRP,48.3
ENSG00000020129.16,NCDN,57.71
ENSG00000126067.12,PSMB2,40.99
ENSG00000142686.8,C1orf216,53.21
ENSG00000092853.14,CLSPN,42.79
ENSG00000134698.11,AGO4,41.67
ENSG00000271164.1,CFAP97P1,41.61
ENSG00000126070.20,AGO3,38.75
ENSG00000092850.12,TEKT2,58.32
ENSG00000116863.11,ADPRS,55.11
ENSG00000171812.13,COL8A2,55.63
ENSG00000054116.12,TRAPPC3,49.8
ENSG00000264592.2,RN7SL131P,57.03
ENSG00000054118.15,THRAP3,43.71
ENSG00000231849.1,UBE2V2P4,35.52
ENSG00000214193.11,SH3D21,53.54
ENSG00000196182.11,STK40,52.29
ENSG00000181817.6,LSM10,50.71
ENSG00000222821.1,RNU4-27P,40.29
ENSG00000116885.18,OSCP1,45.44
ENSG00000201448.1,SNORA63C,40.31
ENSG00000116898.12,MRPS15,49.26
ENSG00000230214.1,FTLP18,52.39
ENSG00000163873.10,GRIK3,49.63
ENSG00000264698.1,MIR4255,47.22
ENSG00000207328.1,RNU6-636P,35.51
ENSG00000252368.1,RNA5SP43,46.36
ENSG00000230451.2,RPS29P6,52.41
ENSG00000163874.11,ZC3H12A,59.32
ENSG00000283724.1,MIR6732,66.67
ENSG00000163875.16,MEAF6,42.88
ENSG00000263675.1,MIR5581,48.33
ENSG00000163877.11,SNIP1,43.19
ENSG00000232273.1,FTH1P1,48.68
ENSG00000163879.11,DNALI1,49.25
ENSG00000134697.13,GNL2,42.78
ENSG00000169218.14,RSPO1,52.57
ENSG00000134690.11,CDCA8,45.77
ENSG00000183317.17,EPHA10,50.36
ENSG00000200421.1,Y_RNA,41
ENSG00000214141.4,ACTN4P2,51
ENSG00000196449.4,YRDC,49.58
ENSG00000197982.14,C1orf122,63.25
ENSG00000188786.10,MTF1,43.6
ENSG00000204084.13,INPP5B,46.64
ENSG00000252448.1,SNORA63,37.04
ENSG00000222282.1,RNU6-584P,34.74
ENSG00000277168.1,Metazoa_SRP,58.24
ENSG00000183431.12,SF3A3,44.37
ENSG00000212541.1,RNU6-510P,37.96
ENSG00000183386.10,FHL3,56.84
ENSG00000183520.12,UTP11,44.57
ENSG00000185668.8,POU3F1,63.14
ENSG00000224592.5,MIR3659HG,49.83
ENSG00000265596.1,MIR3659,47.47
ENSG00000284623.1,LINC02786,53.9
ENSG00000237290.2,LINC01343,51.22
ENSG00000200796.1,RNU6-753P,36.45
ENSG00000238063.3,LINC01685,44.94
ENSG00000215895.4,HSPA5P1,46.43
ENSG00000116954.8,RRAGC,41.36
ENSG00000214114.9,MYCBP,43.34
ENSG00000131233.10,GJA9,42.36
ENSG00000158315.11,RHBDL2,44.61
ENSG00000199963.1,RNU6-605P,40.74
ENSG00000207466.1,Y_RNA,44.55
ENSG00000235549.1,EIF1P2,44.85
ENSG00000174574.16,AKIRIN1,43.8
ENSG00000168653.11,NDUFS5,46.54
ENSG00000206654.1,RNU6-608P,42.31
ENSG00000222378.1,RNA5SP44,52.63
ENSG00000217897.2,HSPE1P8,47.11
ENSG00000183682.8,BMP8A,54.76
ENSG00000237624.1,OXCT2P1,63.26
ENSG00000090621.15,PABPC4,47.21
ENSG00000228060.3,PABPC4-AS1,44.87
ENSG00000201457.1,SNORA55,51.85
ENSG00000163909.8,HEYL,51.58
ENSG00000116983.13,HPCAL4,52.5
ENSG00000084072.17,PPIE,45.04
ENSG00000252413.1,RNU7-121P,32.26
ENSG00000116985.12,BMP8B,55.56
ENSG00000198754.5,OXCT2,63.36
ENSG00000285905.1,BMP8B-AS1,50.76
ENSG00000284678.1,LINC02811,47.14
ENSG00000043514.17,TRIT1,42.31
ENSG00000202222.1,Y_RNA,41.59
ENSG00000116990.11,MYCL,53.68
ENSG00000236546.1,MYCL-AS1,49.41
ENSG00000207356.1,Y_RNA,44.04
ENSG00000168389.18,MFSD2A,53.7
ENSG00000131236.18,CAP1,43.27
ENSG00000131238.18,PPT1,43.84
ENSG00000226745.2,OAZ1P1,59.71
ENSG00000117000.9,RLF,39.69
ENSG00000207508.1,RNU6-1237P,38.32
ENSG00000188800.6,TMCO2,43.03
ENSG00000084073.10,ZMPSTE24,40.81
ENSG00000049089.15,COL9A2,57.43
ENSG00000084070.12,SMAP2,41.95
ENSG00000187801.15,ZFP69B,41.8
ENSG00000187815.10,ZFP69,41
ENSG00000117010.17,ZNF684,40.31
ENSG00000233910.1,GTF2F2P2,46.32
ENSG00000117016.10,RIMS3,51.4
ENSG00000198974.3,MIR30E,51.09
ENSG00000207962.1,MIR30C1,50.56
ENSG00000117013.17,KCNQ4,55.51
ENSG00000264582.2,RN7SL326P,53.04
ENSG00000179862.7,CITED4,73.51
ENSG00000233118.2,UBE2V1P8,38.11
ENSG00000281207.1,SLFNL1-AS1,49.97
ENSG00000215893.3,RPL23AP17,50.5
ENSG00000229901.1,FOXO6-AS1,47.6
ENSG00000252563.1,RNA5SP45,53.26
ENSG00000127129.10,EDN2,56.96
ENSG00000127124.16,HIVEP3,46.45
ENSG00000227538.1,HNRNPFP1,57.9
ENSG00000044012.4,GUCA2B,59.98
ENSG00000197273.4,GUCA2A,57.59
ENSG00000198815.9,FOXJ3,38.57
ENSG00000177181.15,RIMKLA,43.65
ENSG00000066185.13,ZMYND12,42.82
ENSG00000127125.9,PPCS,42.3
ENSG00000230116.1,RPS3AP11,39.87
ENSG00000236876.3,TMSB4XP1,42.96
ENSG00000200254.1,RNU6-536P,41.12
ENSG00000171960.12,PPIH,43.92
ENSG00000065978.19,YBX1,40.63
ENSG00000164007.11,CLDN19,59.56
ENSG00000117385.16,P3H1,50.04
ENSG00000177868.12,SVBP,41.93
ENSG00000164010.15,ERMAP,43.14
ENSG00000164011.18,ZNF691,47.25
ENSG00000237090.1,MKRN8P,47.27
ENSG00000225099.1,ATP6V1E1P1,42.73
ENSG00000117394.24,SLC2A1,52.75
ENSG00000284138.1,ATP6V0CP4,58.18
ENSG00000207256.1,RNU6-880P,41.12
ENSG00000283136.1,U6,37.08
ENSG00000186973.11,FAM183A,43.92
ENSG00000117395.13,EBNA1BP2,44.38
ENSG00000284410.1,MIR6733,47.54
ENSG00000243710.8,CFAP57,43.99
ENSG00000199240.1,RNA5SP46,47.5
ENSG00000179178.11,TMEM125,58.26
ENSG00000253313.6,C1orf210,53.81
ENSG00000066056.14,TIE1,54.59
ENSG00000117400.18,MPL,48.16
ENSG00000117399.14,CDC20,52.17
ENSG00000066322.15,ELOVL1,58.76
ENSG00000283836.1,MIR6734,52.94
ENSG00000159479.17,MED8,46.78
ENSG00000229431.1,MED8-AS1,45.54
ENSG00000198198.17,SZT2,50.23
ENSG00000229372.1,SZT2-AS1,61.33
ENSG00000274975.1,MIR6735,63.01
ENSG00000229348.1,HYI-AS1,41.02
ENSG00000142949.17,PTPRF,55.69
ENSG00000066135.13,KDM4A,46.76
ENSG00000126091.21,ST3GAL3,44.35
ENSG00000229444.1,ST3GAL3-AS1,43.81
ENSG00000283414.1,U6,35.56
ENSG00000283477.1,MIR6079,45.16
ENSG00000224751.2,SHMT1P1,53.73
ENSG00000117407.17,ARTN,63.76
ENSG00000117408.11,IPO13,51.63
ENSG00000132768.14,DPH2,56.05
ENSG00000117410.14,ATP6V0B,57.08
ENSG00000159214.13,CCDC24,57.95
ENSG00000196517.13,SLC6A9,56.44
ENSG00000271647.1,KRT8P47,59.16
ENSG00000239560.3,RN7SL479P,54.67
ENSG00000171872.5,KLF17,45.39
ENSG00000283039.1,KLF18,53.69
ENSG00000200171.1,Y_RNA,44.79
ENSG00000238037.1,OOSP1P1,40.51
ENSG00000178028.14,DMAP1,52.33
ENSG00000117419.16,ERI3,47.73
ENSG00000233602.1,ERI3-IT1,50.46
ENSG00000199385.1,RNU6-369P,42.16
ENSG00000187147.18,RNF220,47.21
ENSG00000263381.1,MIR5584,41.67
ENSG00000126106.14,TMEM53,51.53
ENSG00000198520.12,ARMH1,47.54
ENSG00000199377.1,RNU5F-1,35.04
ENSG00000200169.1,RNU5D-1,37.93
ENSG00000142945.13,KIF2C,49.08
ENSG00000142937.12,RPS8,55.11
ENSG00000264294.1,SNORD55,58.75
ENSG00000200913.1,SNORD46,48.08
ENSG00000202031.1,SNORD38A,47.14
ENSG00000207421.1,SNORD38B,40.3
ENSG00000281859.1,SNORD38B,40.58
ENSG00000234093.3,RPS15AP11,46.49
ENSG00000142959.5,BEST4,58.83
ENSG00000173846.13,PLK3,59.51
ENSG00000117425.14,PTCH2,53.29
ENSG00000202444.1,RNU5E-6P,37.39
ENSG00000070785.17,EIF2B3,42.55
ENSG00000253039.1,RNA5SP47,44.95
ENSG00000229815.1,CCNB1IP1P1,43.15
ENSG00000232369.1,PPIAP35,50
ENSG00000268949.1,MRPS17P1,41.82
ENSG00000126107.15,HECTD3,56.65
ENSG00000126088.14,UROD,53.72
ENSG00000162415.7,ZSWIM5,41.49
ENSG00000234315.1,OSTCP5,43.71
ENSG00000281912.1,LINC01144,56.9
ENSG00000132773.12,TOE1,52.55
ENSG00000070759.17,TESK2,42.23
ENSG00000236872.1,PPIAP36,48.31
ENSG00000280670.3,CCDC163,50.89
ENSG00000132763.15,MMACHC,47.89
ENSG00000117450.15,PRDX1,46.41
ENSG00000234379.1,HMGB1P48,47.16
ENSG00000117448.14,AKR1A1,49.1
ENSG00000132780.17,NASP,42.9
ENSG00000159588.15,CCDC17,58.1
ENSG00000159592.11,GPBP1L1,41.19
ENSG00000225447.1,RPS15AP10,43.19
ENSG00000159596.7,TMEM69,43.75
ENSG00000197429.11,IPP,42.35
ENSG00000232467.2,TMA16P2,37.27
ENSG00000117461.15,PIK3R3,40.27
ENSG00000278139.1,P3R3URF-PIK3R3,42.19
ENSG00000117472.10,TSPAN1,50.7
ENSG00000250719.2,P3R3URF,54.94
ENSG00000171357.6,LURAP1,46.79
ENSG00000085999.13,RAD54L,46.88
ENSG00000173660.12,UQCRH,46.23
ENSG00000117480.16,FAAH,55.33
ENSG00000224863.3,LINC01398,55.87
ENSG00000197587.11,DMBX1,51.43
ENSG00000269956.2,MKNK1-AS1,52.46
ENSG00000162456.10,KNCN,56.78
ENSG00000079277.22,MKNK1,48.24
ENSG00000233647.2,NENFP1,50.43
ENSG00000186118.9,TEX38,48.86
ENSG00000228237.5,EFCAB14-AS1,39.77
ENSG00000238145.2,TUBAP8,47.99
ENSG00000259832.1,CYP4A26P,53.57
ENSG00000261196.1,CYP4A43P,55.37
ENSG00000261593.1,CYP4A27P,45.79
ENSG00000261290.1,CYP4A44P,43.51
ENSG00000186377.8,CYP4X1,39.11
ENSG00000186160.5,CYP4Z1,39.82
ENSG00000225154.2,TUBAP9,48
ENSG00000225506.2,CYP4A22-AS1,41.62
ENSG00000225514.1,MTND1P34,39.62
ENSG00000224805.2,LINC00853,56.06
ENSG00000162366.8,PDZK1IP1,57.9
ENSG00000225762.1,LINC01389,45.26
ENSG00000186790.6,FOXE3,68.67
ENSG00000237424.1,FOXD2-AS1,58.67
ENSG00000186564.6,FOXD2,65.48
ENSG00000229554.2,RPL21P24,41.96
ENSG00000227883.1,ATP6V0E1P4,47.49
ENSG00000227947.2,LINC01738,48.04
ENSG00000269113.4,TRABD2B,48.81
ENSG00000226133.6,LINC02794,45.16
ENSG00000237180.1,CYP46A4P,66.67
ENSG00000117834.13,SLC5A9,48.99
ENSG00000132122.12,SPATA6,37.04
ENSG00000224986.2,PPP1R8P1,48.95
ENSG00000206700.1,RNU6-723P,37.38
ENSG00000223175.1,RNU4-61P,32.71
ENSG00000162373.13,BEND5,44.07
ENSG00000230114.1,AGBL4-AS1,39.09
ENSG00000225623.1,AGBL4-IT1,37.06
ENSG00000215887.5,ZNF859P,49.98
ENSG00000233595.2,MTND2P29,36.65
ENSG00000162374.18,ELAVL4,39.86
ENSG00000237337.1,ELAVL4-AS1,37.49
ENSG00000284696.2,LINC02808,44.76
ENSG00000229316.1,HMGB1P45,45.63
ENSG00000225671.2,FCF1P6,39.5
ENSG00000142700.12,DMRTA2,60.16
ENSG00000225767.1,FAF1-AS1,38.99
ENSG00000207194.1,RNU6-1026P,37.96
ENSG00000237130.1,MRPS6P2,45.14
ENSG00000123080.12,CDKN2C,40.97
ENSG00000265538.1,MIR4421,50.72
ENSG00000275816.1,MIR6500,55.81
ENSG00000200262.1,Y_RNA,44.55
ENSG00000213478.2,CFL1P2,55.99
ENSG00000203356.2,LINC01562,43.57
ENSG00000123091.5,RNF11,41.24
ENSG00000261664.5,TTC39A-AS1,53.68
ENSG00000206595.1,RNU6-877P,40.19
ENSG00000252032.1,RNU6-1281P,37.14
ENSG00000227742.2,CALR4P,44.59
ENSG00000117859.19,OSBPL9,40.08
ENSG00000236973.2,GAPDHP51,50.2
ENSG00000232846.1,SLC25A6P3,56.54
ENSG00000283899.1,MIR761,54.24
ENSG00000230604.2,TSEN15P2,41.9
ENSG00000169213.7,RAB3B,44.35
ENSG00000200839.1,RNA5SP48,45.24
ENSG00000264613.2,RN7SL290P,53
ENSG00000117862.13,TXNDC12,42.81
ENSG00000198841.4,KTI12,55.33
ENSG00000228369.2,TXNDC12-AS1,43.09
ENSG00000134717.18,BTF3L4,41.13
ENSG00000241745.3,RN7SL788P,55.06
ENSG00000224255.2,PDCL3P6,44.76
ENSG00000237663.2,DNAJC19P7,43.26
ENSG00000213735.2,ANAPC10P1,39.21
ENSG00000154222.15,CC2D1B,51.23
ENSG00000224680.4,PLA2G12AP1,50.18
ENSG00000085840.13,ORC1,44.74
ENSG00000134748.13,PRPF38A,41.36
ENSG00000134744.14,TUT4,38.59
ENSG00000236290.1,EEF1GP7,49.5
ENSG00000116157.6,GPX7,49.68
ENSG00000182183.15,SHISAL2A,46.16
ENSG00000162377.6,COA7,46
ENSG00000233664.1,NDUFS5P3,44.86
ENSG00000239640.3,RN7SL62P,52.53
ENSG00000162378.13,ZYG11B,41.29
ENSG00000252018.1,RNU2-30P,40.43
ENSG00000228929.1,RPS13P2,45.05
ENSG00000206627.1,RNU6-969P,38.1
ENSG00000203995.10,ZYG11A,43.56
ENSG00000121310.17,ECHDC2,47.09
ENSG00000116171.19,SCP2,40
ENSG00000237279.2,H3P2,46.58
ENSG00000236360.2,RRAS2P1,41.83
ENSG00000226147.1,TUBBP10,53.04
ENSG00000174348.14,PODN,56.03
ENSG00000227644.2,HIGD1AP11,44.64
ENSG00000162383.13,SLC1A7,53.18
ENSG00000157184.7,CPT2,44.5
ENSG00000162384.14,CZIB,46.99
ENSG00000162385.11,MAGOH,41.43
ENSG00000157193.18,LRP8,51.87
ENSG00000230138.2,LINC02812,53.9
ENSG00000236253.7,SLC25A3P1,43.82
ENSG00000143006.7,DMRTB1,54.92
ENSG00000239007.1,RNU7-95P,43.75
ENSG00000058804.12,NDC1,40.2
ENSG00000058799.15,YIPF1,43.43
ENSG00000081870.12,HSPB11,39.89
ENSG00000116212.15,LRRC42,43.07
ENSG00000219102.3,HNRNPA3P12,43.65
ENSG00000203985.11,LDLRAD1,53.71
ENSG00000116209.12,TMEM59,38.88
ENSG00000116205.14,TCEANC2,42.31
ENSG00000283749.1,MIR4781,53.95
ENSG00000116221.15,MRPL37,48.9
ENSG00000198711.5,SSBP3-AS1,49.77
ENSG00000235741.1,LINC02784,50.24
ENSG00000227453.1,HNRNPA1P63,45.9
ENSG00000162390.18,ACOT11,51.2
ENSG00000162391.12,FAM151A,51.79
ENSG00000184313.20,MROH7,48.55
ENSG00000271723.5,MROH7-TTC4,46.99
ENSG00000243725.7,TTC4,42.02
ENSG00000162396.6,PARS2,49.79
ENSG00000006555.11,TTC22,52.34
ENSG00000116133.13,DHCR24,47.67
ENSG00000233203.6,DHCR24-DT,47.36
ENSG00000143001.5,TMEM61,53.31
ENSG00000162399.9,BSND,51.71
ENSG00000169174.11,PCSK9,55.52
ENSG00000231090.2,MIR4422HG,42.96
ENSG00000231095.1,GYG1P3,45.07
ENSG00000265822.1,MIR4422,50.6
ENSG00000231900.3,GOT2P1,48.05
ENSG00000232198.2,MTCO2P34,35.58
ENSG00000199831.1,RN7SKP291,51.68
ENSG00000252162.1,RNU6-830P,36.45
ENSG00000272051.1,Y_RNA,44.12
ENSG00000233079.3,LINC01755,38.81
ENSG00000230250.3,LINC01753,39.97
ENSG00000227104.3,PIGQP1,59.44
ENSG00000229871.1,RPSAP20,45.73
ENSG00000162407.9,PLPP3,41.42
ENSG00000236776.1,RPL21P23,43.04
ENSG00000224980.1,RPL23AP85,42.16
ENSG00000187889.13,FYB2,38.48
ENSG00000173406.16,DAB1,40.83
ENSG00000236888.1,RPS20P5,41.94
ENSG00000226759.8,DAB1-AS1,40.55
ENSG00000223416.3,RPS26P15,52.87
ENSG00000162600.12,OMA1,39.98
ENSG00000264128.2,RN7SL713P,53.64
ENSG00000184292.7,TACSTD2,58.19
ENSG00000177606.8,JUN,47.04
ENSG00000232453.7,LINC02777,43.93
ENSG00000172456.18,FGGY,40.3
ENSG00000266150.1,MIR4711,47.14
ENSG00000134716.11,CYP2J2,39.77
ENSG00000265535.2,RN7SL475P,50.34
ENSG00000162598.13,C1orf87,38.38
ENSG00000229332.2,PGBD4P8,43.77
ENSG00000238242.2,LINC02778,37.41
ENSG00000237928.6,NFIA-AS2,43.01
ENSG00000237853.6,NFIA-AS1,35
ENSG00000162604.12,TM2D1,39.63
ENSG00000200575.1,RNU6-414P,42.31
ENSG00000212360.1,RNU6-1177P,40.38
ENSG00000236646.1,LAMTOR5P1,48.52
ENSG00000242860.3,RN7SL180P,52.04
ENSG00000263908.1,MIR3116-1,45.95
ENSG00000283690.1,MIR3116-2,47.06
ENSG00000234204.1,PIGPP2,47.39
ENSG00000234088.1,RPS15AP7,40.99
ENSG00000240563.2,L1TD1,43.26
ENSG00000200174.1,Y_RNA,43.64
ENSG00000132854.19,KANK4,46.96
ENSG00000201153.1,RNU6-371P,37.04
ENSG00000162607.13,USP1,39.48
ENSG00000116641.18,DOCK7,36.07
ENSG00000132855.5,ANGPTL3,29.49
ENSG00000125703.15,ATG4C,35.44
ENSG00000229537.7,LINC01739,41.83
ENSG00000224209.8,LINC00466,39.34
ENSG00000252259.1,RNA5SP49,40.87
ENSG00000223683.1,RPSAP65,49.58
ENSG00000187140.6,FOXD3,66.16
ENSG00000275836.1,MIR6068,71.67
ENSG00000252784.1,Y_RNA,46.36
ENSG00000088035.18,ALG6,37.94
ENSG00000142856.17,ITGB3BP,36.68
ENSG00000203965.13,EFCAB7,35.15
ENSG00000264271.2,RN7SL488P,51.4
ENSG00000251720.1,RNU7-123P,35
ENSG00000116652.6,DLEU2L,35.86
ENSG00000079739.17,PGM1,42.35
ENSG00000244256.3,RN7SL130P,54.43
ENSG00000228056.3,CFL1P3,52.65
ENSG00000207190.1,RNU6-809P,39.25
ENSG00000200508.1,Y_RNA,41.18
ENSG00000223949.8,ROR1-AS1,40.87
ENSG00000238653.1,RNU7-62P,37.1
ENSG00000158966.16,CACHD1,40.03
ENSG00000264470.1,MIR4794,38.96
ENSG00000226891.9,LINC01359,42.17
ENSG00000185031.6,SLC2A3P2,46.82
ENSG00000212257.1,RNU6-1176P,28.04
ENSG00000265996.1,MIR3671,27.27
ENSG00000199135.1,MIR101-1,45.33
ENSG00000234496.2,MRPS21P1,50.67
ENSG00000162433.15,AK4,42.62
ENSG00000231622.1,RPS29P7,49.71
ENSG00000116675.16,DNAJC6,40.01
ENSG00000234144.1,COX6CP13,42.48
ENSG00000222624.1,RNU2-15P,38.74
ENSG00000213625.9,LEPROT,40.78
ENSG00000116678.20,LEPR,37.78
ENSG00000239319.3,RN7SL854P,52.54
ENSG00000184588.18,PDE4B,37.45
ENSG00000227466.1,PDE4B-AS1,35.38
ENSG00000223152.1,RNU4-88P,37.21
ENSG00000264720.3,MIR3117,46.15
ENSG00000152763.17,DNAI4,36.43
ENSG00000198160.15,MIER1,36.15
ENSG00000116704.8,SLC35D1,37.86
ENSG00000253074.1,RNU6-586P,42.31
ENSG00000252116.1,RNU4ATAC4P,40.48
ENSG00000228523.1,DNAJB6P4,40.38
ENSG00000142864.15,SERBP1,38.87
ENSG00000223263.1,RNU6-387P,34.29
ENSG00000207504.1,RNU6-1031P,38.32
ENSG00000242482.3,RN7SL392P,46.15
ENSG00000232048.2,HNRNPCP9,47.38
ENSG00000116717.13,GADD45A,52.65
ENSG00000172380.6,GNG12,41.55
ENSG00000238778.1,RNU7-80P,40.98
ENSG00000228431.1,ARL5AP3,35.49
ENSG00000116729.14,WLS,41.57
ENSG00000234383.1,CTBP2P8,55.86
ENSG00000221203.1,MIR1262,35.48
ENSG00000229133.1,RPS7P4,46.22
ENSG00000225242.2,COX6B1P7,49.36
ENSG00000237622.1,ELOCP18,40.65
ENSG00000116745.7,RPE65,38.81
ENSG00000024526.17,DEPDC1,34.94
ENSG00000234264.1,DEPDC1-AS1,36.39
ENSG00000225167.1,TXNP2,36.95
ENSG00000223883.2,LINC01707,37.1
ENSG00000235446.2,LINC02791,37.22
ENSG00000229639.1,LINC01758,33.41
ENSG00000033122.21,LRRC7,35.38
ENSG00000270615.1,SGO1P1,34.14
ENSG00000240692.3,RN7SL538P,51.97
ENSG00000229359.2,PIN1P1,60.94
ENSG00000237919.5,LRRC7-AS1,32.31
ENSG00000066557.6,LRRC40,35.12
ENSG00000244389.3,RN7SL242P,53.54
ENSG00000118454.13,ANKRD13C,37.51
ENSG00000226088.1,HHLA3-AS1,36.53
ENSG00000116761.12,CTH,39.51
ENSG00000278636.1,Metazoa_SRP,54.77
ENSG00000233020.1,CHORDC1P5,40.02
ENSG00000237033.2,CASP3P1,37.77
ENSG00000229051.2,LINC01788,38.03
ENSG00000235079.1,ZRANB2-AS1,36.93
ENSG00000132485.14,ZRANB2,34.19
ENSG00000207721.1,MIR186,36.05
ENSG00000172260.15,NEGR1,34.94
ENSG00000228853.1,NEGR1-IT1,36.26
ENSG00000233994.2,GDI2P2,44.57
ENSG00000227207.2,RPL31P12,43.02
ENSG00000212366.1,RNU6-1246P,40.19
ENSG00000227016.3,LINC02796,34.83
ENSG00000285808.1,LINC02797,35.84
ENSG00000229636.2,KRT8P21,57.08
ENSG00000251825.1,RN7SKP19,45.63
ENSG00000233973.7,LINC01360,33.64
ENSG00000223479.3,LINC02238,35.24
ENSG00000200601.1,RNA5SP50,42.99
ENSG00000252005.2,RNU4ATAC8P,35.78
ENSG00000162620.16,LRRIQ3,34
ENSG00000116783.15,TNNI3K,36.79
ENSG00000162621.7,LRRC53,37.58
ENSG00000178965.14,ERICH3,36.47
ENSG00000234497.5,ERICH3-AS1,35.82
ENSG00000116791.14,CRYZ,39.61
ENSG00000162623.16,TYW3,40.26
ENSG00000206999.1,RNU6-622P,39.81
ENSG00000252338.1,RNU6-503P,37.14
ENSG00000181227.3,DLSTP1,50.59
ENSG00000137955.16,RABGGTB,37.85
ENSG00000206620.1,SNORD45C,35.44
ENSG00000207241.1,SNORD45A,35.71
ENSG00000201487.1,SNORD45B,34.72
ENSG00000057468.7,MSH4,37.01
ENSG00000154007.7,ASB17,35.2
ENSG00000184005.11,ST6GALNAC3,38.78
ENSG00000226415.1,TPI1P1,56.53
ENSG00000199921.1,RNU6-161P,39.62
ENSG00000237552.1,LINC02567,39.66
ENSG00000117069.15,ST6GALNAC5,39.92
ENSG00000276081.1,MIR7156,55
ENSG00000142892.15,PIGK,35.84
ENSG00000154027.19,AK5,39.61
ENSG00000251767.1,RNU7-8P,40.32
ENSG00000036549.13,ZZZ3,37.17
ENSG00000251785.1,RNA5SP20,47.62
ENSG00000243437.3,RN7SL370P,51.19
ENSG00000077254.14,USP33,38.35
ENSG00000232672.1,ACTG1P21,56.4
ENSG00000222849.1,RNA5SP21,60.42
ENSG00000235613.2,NSRP1P1,41.35
ENSG00000232015.2,HSPE1P25,44.71
ENSG00000235927.4,NEXN-AS1,47.24
ENSG00000162614.19,NEXN,39.06
ENSG00000162616.9,DNAJB4,37.07
ENSG00000137960.6,GIPC2,38.79
ENSG00000251958.1,RNU6-1102P,38.54
ENSG00000202263.1,RNA5SP22,45.87
ENSG00000233333.2,RNFT1P2,34.21
ENSG00000237413.5,MGC27382,38.25
ENSG00000122420.10,PTGFR,37.26
ENSG00000212308.1,RNA5SP23,45.71
ENSG00000137965.11,IFI44,35.31
ENSG00000162618.15,ADGRL4,35.25
ENSG00000230787.1,PSAT1P3,46.17
ENSG00000285462.1,LINC02792,34.62
ENSG00000232676.1,ADH5P2,44.93
ENSG00000236407.1,HMGB1P18,40.23
ENSG00000213559.4,HNRNPA1P64,44.79
ENSG00000227937.1,MTND2P30,35.6
ENSG00000229752.1,RPL7P10,40.6
ENSG00000223026.1,RN7SKP247,43.51
ENSG00000224494.1,HNRNPA3P14,44.09
ENSG00000227288.3,ARID3BP1,57.73
ENSG00000242598.1,MED28P8,45.22
ENSG00000215875.4,ST13P20,48.04
ENSG00000230817.6,LINC01362,37.03
ENSG00000236268.6,LINC01361,37.66
ENSG00000231364.3,LINC01712,36.92
ENSG00000137941.17,TTLL7,35.53
ENSG00000233061.1,TTLL7-IT1,37.82
ENSG00000213540.3,TXN2P1,53.75
ENSG00000226970.2,NEDD8P1,45.9
ENSG00000203943.9,SAMD13,39.5
ENSG00000117133.11,RPF1,37.21
ENSG00000117151.13,CTBS,36.59
ENSG00000180869.4,LINC01555,41.95
ENSG00000117155.17,SSX2IP,37.23
ENSG00000171517.6,LPAR3,41.6
ENSG00000153898.13,MCOLN2,40.38
ENSG00000162643.13,DNAI3,39.43
ENSG00000055732.13,MCOLN3,40.77
ENSG00000266110.1,MIR4423,41.25
ENSG00000162642.14,C1orf52,39.66
ENSG00000223254.1,Y_RNA,42.99
ENSG00000142867.14,BCL10,39.27
ENSG00000153904.21,DDAH1,39.19
ENSG00000199459.1,Y_RNA,43.64
ENSG00000142871.18,CCN1,48.34
ENSG00000199934.1,SNORD81,32.47
ENSG00000117174.11,ZNHIT6,36.47
ENSG00000171502.15,COL24A1,36.41
ENSG00000201620.1,RNA5SP51,47.9
ENSG00000285210.1,LINC02795,36.68
ENSG00000278281.1,MIR7856,42.86
ENSG00000137975.8,CLCA2,37.96
ENSG00000016490.16,CLCA1,40.09
ENSG00000016602.9,CLCA4,37.99
ENSG00000224466.1,CDCA4P2,60.86
ENSG00000267272.5,LINC01140,45.03
ENSG00000284240.1,LINC02801,41.46
ENSG00000143013.13,LMO4,41.87
ENSG00000227290.2,LINC01364,40.66
ENSG00000199318.1,RNA5SP52,47.01
ENSG00000237505.8,PKN2-AS1,37.73
ENSG00000239504.3,RN7SL583P,53.66
ENSG00000237959.1,RPL36AP10,43.48
ENSG00000065243.20,PKN2,36.25
ENSG00000207234.1,RNU6-125P,41.12
ENSG00000241975.1,ELOCP19,42.14
ENSG00000137947.12,GTF2B,39.79
ENSG00000137944.18,KYAT3,38.59
ENSG00000213516.10,RBMXL1,41.18
ENSG00000117226.12,GBP3,40.11
ENSG00000202385.1,Y_RNA,42.5
ENSG00000234518.2,PTGES3P1,35.82
ENSG00000162645.13,GBP2,38
ENSG00000213512.3,GBP7,37.88
ENSG00000162654.9,GBP4,38.84
